Family,CSM5FZ3N,CSM5FZ3T,CSM5FZ44,CSM5FZ4A,CSM5FZ4C,CSM5FZ4K,CSM5MCTZ,CSM5MCU4,CSM5MCUC,CSM5MCVN,CSM5MCVV,CSM5MCW4,CSM5MCWE,CSM5MCWK,CSM5MCX3,CSM5MCXB,CSM5MCXF,CSM5MCXL,CSM5MCXZ,CSM5MCY8,CSM5MCYO,CSM5MCYU,CSM5MCZ3,CSM5MCZF,CSM67U9P,CSM67U9T,CSM67U9V,CSM67U9X,CSM67UA2,CSM67UAA,CSM67UAQ,CSM67UB1,CSM67UBB,CSM67UBH,CSM67UBN,CSM67UBZ,CSM67UCK,CSM67UDN,CSM67UEA,CSM67UEI,CSM67UEW,CSM67UF5,CSM67UFZ,CSM67UGO,CSM67UH7,CSM79HGH,CSM79HGP,CSM79HGZ,CSM79HH8,CSM79HHO,CSM79HI7,CSM79HIB,CSM79HIJ,CSM79HIT,CSM79HJ6,CSM79HJI,CSM79HJM,CSM79HJS,CSM79HKB,CSM79HKZ,CSM79HLA,CSM79HLM,CSM79HMN,CSM79HN6,CSM79HOJ,CSM79HP4,CSM79HPA,CSM79HPS,CSM79HQR,CSM79HR6,CSM79HRG,CSM7KOJO,CSM7KOKB,CSM7KOKN,CSM7KOKZ,CSM7KOLA,CSM7KOLE,CSM7KOLK,CSM7KOLY,CSM7KOMB,CSM7KOMT,CSM7KON2,CSM7KON8,CSM7KONA,CSM7KONK,CSM7KONS,CSM7KOO9,CSM7KOOF,CSM7KOOH,CSM7KOOV,CSM7KOP8,CSM7KOPE,CSM7KOPI,CSM7KOPS,CSM7KOQ1,CSM7KOQZ,CSM7KOR8,CSM7KORK,CSM7KORU,CSM7KOSP,CSM7KOSV,CSM7KOTK,CSM7KOTU,CSM7KOU9,CSM7KOUL,CSM9X1Y5,CSM9X1YV,CSM9X1ZC,CSM9X211,CSM9X213,CSM9X21J,CSM9X22G,CSM9X22U,CSM9X237,CSM9X23B,CSMA9J65,CSMAG78W,CSMAIG7X,ESM5GEZ6,ESM5MEB9,ESM5MEBE,ESM5MEBG,ESM5MEBU,ESM5MEC5,ESM5MECL,ESM5MEDD,ESM5MEDN,ESM5MEDZ,ESM718SY,ESM718TF,ESM718TM,ESM718UH,ESM718V8,ESM7F5AK,ESM9IEP1,HSM5FZBQ,HSM5MD3L,HSM5MD3Y,HSM5MD41,HSM5MD43,HSM5MD4A,HSM5MD4O,HSM5MD4W,HSM5MD5D,HSM5MD5K,HSM5MD5P,HSM5MD62,HSM5MD6A,HSM5MD6K,HSM5MD6U,HSM5MD73,HSM5MD79,HSM5MD7J,HSM5MD7W,HSM5MD7Z,HSM5MD82,HSM5MD87,HSM5MD8A,HSM5MD8B,HSM5MD8H,HSM67VCZ,HSM67VD6,HSM67VDR,HSM67VDX,HSM67VEE,HSM67VES,HSM67VF3,HSM67VFR,HSM67VFZ,HSM67VG6,HSM67VGA,HSM67VGG,HSM67VH1,HSM67VHF,HSM67VI5,HSM6XRQ8,HSM6XRQB,HSM6XRQC,HSM6XRQM,HSM6XRQW,HSM6XRRD,HSM6XRRJ,HSM6XRRV,HSM6XRSG,HSM6XRSN,HSM6XRSZ,HSM6XRTC,HSM6XRTM,HSM6XRTQ,HSM6XRV2,HSM6XRVC,HSM6XRVK,HSM6XRVO,HSM6XRVW,HSM7CYX2,HSM7CYXA,HSM7CYY3,HSM7CYYB,HSM7CYYF,HSM7CYZ7,HSM7CYZJ,HSM7CYZT,HSM7CZ14,HSM7CZ1T,HSM7CZ32,HSM7CZ38,HSM7CZ3G,HSM7J4G1,HSM7J4GR,HSM7J4HC,HSM7J4HO,HSM7J4HS,HSM7J4I3,HSM7J4I7,HSM7J4IC,HSM7J4IS,HSM7J4IU,HSM7J4J7,HSM7J4JF,HSM7J4JT,HSM7J4JV,HSM7J4JZ,HSM7J4K8,HSM7J4KC,HSM7J4KK,HSM7J4KQ,HSM7J4L9,HSM7J4LD,HSM7J4LN,HSM7J4M4,HSM7J4ME,HSM7J4MK,HSM7J4MS,HSM7J4MY,HSM7J4N4,HSM7J4NA,HSM7J4NE,HSM7J4NU,HSM7J4O1,HSM7J4O3,HSM7J4OE,HSM7J4OT,HSM7J4OZ,HSM7J4PE,HSM7J4PW,HSM7J4Q3,HSM7J4QB,HSM7J4QT,HSM7J4R2,HSMA33J5,HSMA33J9,HSMA33JB,HSMA33JP,HSMA33KM,HSMA33L1,HSMA33M8,HSMA33MZ,HSMA33NG,HSMA33NQ,HSMA33NW,HSMA33NY,HSMA33O1,HSMA33OJ,HSMA33OR,HSMA33OZ,HSMA33PZ,HSMA33Q6,HSMA33QO,HSMA33R7,HSMA33R9,HSMA33RX,HSMA33SG,HSMA33SK,MSM5FZ9X,MSM5FZA2,MSM5LLDA,MSM5LLDI,MSM5LLDS,MSM5LLF4,MSM5LLFG,MSM5LLFK,MSM5LLFO,MSM5LLGH,MSM5LLGR,MSM5LLH8,MSM5LLHQ,MSM5LLIC,MSM5LLIG,MSM5LLIK,MSM5LLIS,MSM6J2HF,MSM6J2HT,MSM6J2IG,MSM6J2IQ,MSM6J2J1,MSM6J2J5,MSM6J2JF,MSM6J2JH,MSM6J2JR,MSM6J2K6,MSM6J2KE,MSM6J2LB,MSM6J2LL,MSM6J2LT,MSM6J2M3,MSM6J2MB,MSM6J2MH,MSM6J2OH,MSM6J2OP,MSM6J2PM,MSM6J2PO,MSM6J2PU,MSM6J2Q1,MSM6J2Q3,MSM6J2QP,MSM6J2R2,MSM6J2R8,MSM6J2RO,MSM6J2SE,MSM79H52,MSM79H5G,MSM79H5Q,MSM79H63,MSM79H6F,MSM79H6Y,MSM79H7G,MSM79H7M,MSM79H7Q,MSM79H7Y,MSM79H85,MSM79H8D,MSM79H8J,MSM79H94,MSM79H9G,MSM79H9Q,MSM79HA3,MSM79HAH,MSM79HAJ,MSM79HAN,MSM79HB6,MSM79HC8,MSM79HCR,MSM79HD6,MSM79HDA,MSM79HDE,MSM79HDQ,MSM79HEY,MSM9VZEK,MSM9VZES,MSM9VZEW,MSM9VZF7,MSM9VZFJ,MSM9VZFR,MSM9VZGO,MSM9VZHB,MSM9VZHF,MSM9VZHR,MSM9VZHX,MSM9VZI6,MSM9VZIM,MSM9VZIQ,MSM9VZJ3,MSM9VZJZ,MSM9VZKE,MSM9VZL9,MSM9VZLJ,MSM9VZLP,MSM9VZLV,MSM9VZM4,MSM9VZME,MSM9VZMM,MSM9VZMU,MSM9VZNL,MSM9VZNX,MSM9VZOI,MSM9VZOO,MSM9VZOU,MSM9VZP3,MSM9VZPL,MSMA267V,MSMA26AL,MSMA26AZ,MSMA26BB,MSMA26BR,MSMA26CX,MSMA26DG,MSMA26DO,MSMA26EJ,MSMA26ET,MSMAPC5D,MSMAPC6G,MSMAPC6K,MSMAPC7J,MSMAPC7T,MSMB4LXW,MSMB4LXY,MSMB4LYB,MSMB4LYH,MSMB4LZ4,MSMB4LZ8,MSMB4LZC,MSMB4LZK,MSMB4LZR,MSMB4LZX,PSM6XBQM,PSM6XBQY,PSM6XBRK,PSM6XBSE,PSM6XBSI,PSM6XBSK,PSM6XBSS,PSM6XBT3,PSM6XBTF,PSM6XBUG,PSM6XBUO,PSM6XBVM,PSM7J12F,PSM7J12J,PSM7J12R,PSM7J12V,PSM7J136,PSM7J13E,PSM7J141,PSM7J14L,PSM7J14T,PSM7J14X,PSM7J156,PSM7J158,PSM7J15M,PSM7J15U,PSM7J161,PSM7J16Y,PSM7J17F,PSM7J17L,PSM7J17X,PSM7J193,PSM7J19B,PSM7J19J,PSM7J1A2,PSM7J1AU,PSM7J1BF,PSM7J1BN,PSM7J1CC,PSM7J1CK,PSM7J1CU,PSMA263W,PSMA264Q,PSMA2651,PSMA265H,PSMA265N,PSMA265T,PSMA265X,PSMA266I,PSMA266Q,PSMA2675,PSMA267J,PSMA267P,PSMA269W,PSMA26A3,PSMB4MBK,PSMB4MC5
3aHSDH%WP_253839539_1_SDR_family_oxidoreductase__Promicromonospora_thailandica_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_257513919_1_SDR_family_oxidoreductase__Microbacterium_sp__zg_Y909_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_257528105_1_SDR_family_NAD(P)-dependent_oxidoreductase__Microbacterium_sp__zg-YB36_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_257917569_1_SDR_family_NAD(P)-dependent_oxidoreductase__Clostridium_sp__LY3-2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_258511922_1_3-oxoacyl-ACP_reductase__Streptococcus_zalophi_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_259137893_1_3-oxoacyl-ACP_reductase__Streptococcus_sciuri_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_259308774_1_SDR_family_oxidoreductase__Cellulomonas_sp__P24_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_262091754_1_3-oxoacyl-ACP_reductase__Streptococcus_danieliae_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3aHSDH%WP_262574502_1_SDR_family_NAD(P)-dependent_oxidoreductase__Suilimivivens_aceti_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aHSDH%WP_265591150_1_SDR_family_NAD(P)-dependent_oxidoreductase__Leptogranulimonas_caecicola_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
